Label,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Ch,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Counter,Count
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,95,0,95,95,95,793.333312988,827.000000000,793.500000000,826.500000000,0,793,827,1,1,1.128379167,1.128379167,0,0.000000000,0,95,95,NaN,NaN,100,95,1,793,672,0,0,0.000000000,0.000000000,NaN,1,197
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,169,0,169,169,169,796.000000000,828.000000000,796.500000000,827.500000000,0,796,828,1,1,1.128379167,1.128379167,0,0.000000000,0,169,169,NaN,NaN,100,169,1,796,671,0,0,0.000000000,0.000000000,NaN,1,197
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,91,0,91,91,91,797.333312988,828.666687012,797.500000000,828.500000000,0,797,829,1,1,1.128379167,1.128379167,0,0.000000000,0,91,91,NaN,NaN,100,91,1,797,670,0,0,0.000000000,0.000000000,NaN,1,197
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,47,0,47,47,47,798.666687012,828.666687012,798.500000000,828.500000000,0,798,829,1,1,1.128379167,1.128379167,0,0.000000000,0,47,47,NaN,NaN,100,47,1,798,670,0,0,0.000000000,0.000000000,NaN,1,197
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,59,0,59,59,59,801.333312988,828.666687012,801.500000000,828.500000000,0,801,829,1,1,1.128379167,1.128379167,0,0.000000000,0,59,59,NaN,NaN,100,59,1,801,670,0,0,0.000000000,0.000000000,NaN,1,197
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,160,0,160,160,160,806.000000000,828.666687012,806.500000000,828.500000000,0,806,829,1,1,1.128379167,1.128379167,0,0.000000000,0,160,160,NaN,NaN,100,160,1,806,670,0,0,0.000000000,0.000000000,NaN,1,197
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,93,0,93,93,93,807.666687012,828.666687012,807.500000000,828.500000000,0,807,829,1,1,1.128379167,1.128379167,0,0.000000000,0,93,93,NaN,NaN,100,93,1,807,670,0,0,0.000000000,0.000000000,NaN,1,197
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,83,0,83,83,83,810.333312988,828.000000000,810.500000000,827.500000000,0,810,828,1,1,1.128379167,1.128379167,0,0.000000000,0,83,83,NaN,NaN,100,83,1,810,671,0,0,0.000000000,0.000000000,NaN,1,197
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,108,0,108,108,108,812.000000000,827.333312988,812.500000000,827.500000000,0,812,828,1,1,1.128379167,1.128379167,0,0.000000000,0,108,108,NaN,NaN,100,108,1,812,671,0,0,0.000000000,0.000000000,NaN,1,197
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,80,0,80,80,80,814.000000000,826.000000000,814.500000000,825.500000000,0,814,826,1,1,1.128379167,1.128379167,0,0.000000000,0,80,80,NaN,NaN,100,80,1,814,673,0,0,0.000000000,0.000000000,NaN,1,197
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,76,0,76,76,76,815.000000000,826.000000000,815.500000000,825.500000000,0,815,826,1,1,1.128379167,1.128379167,0,0.000000000,0,76,76,NaN,NaN,100,76,1,815,673,0,0,0.000000000,0.000000000,NaN,1,197
2016-12-16_Animal-001_Control_Male_Lumbar_Slide-0002_Section001.tif:Blue,0,178,0,178,178,178,817.333312988,825.666687012,817.500000000,825.500000000,0,817,826,1,1,1.128379167,1.128379167,0,0.000000000,0,178,178,NaN,NaN,100,178,1,817,673,0,0,0.000000000,0.000000000,NaN,1,197
